StrandDecidingMethod,Group,Sample,SamplePath,A2CEditingIndex,A2GEditingIndex,A2TEditingIndex,C2AEditingIndex,C2GEditingIndex,C2TEditingIndex
StrandedData,Editing_Index_Unknown,SRR8611811,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611811/SRR8611811.Aligned.sortedByCoord.out.bam,0.009122379,0.109746178,0.011693812,0.013797994,0.007009369,0.038844443
StrandedData,Editing_Index_Unknown,SRR8611846,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611846/SRR8611846.Aligned.sortedByCoord.out.bam,0.010081361,0.110371739,0.014388232,0.014400195,0.005927271,0.049480409
StrandedData,Editing_Index_Unknown,SRR8611778,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611778/SRR8611778.Aligned.sortedByCoord.out.bam,0.008808898,0.095426117,0.012869963,0.014022141,0.011437048,0.036295074
StrandedData,Editing_Index_Unknown,SRR8611770,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611770/SRR8611770.Aligned.sortedByCoord.out.bam,0.011024091,0.120308031,0.016387876,0.018678995,0.013666787,0.046177527
StrandedData,Editing_Index_Unknown,SRR8611775,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611775/SRR8611775.Aligned.sortedByCoord.out.bam,0.00928631,0.107987915,0.014297253,0.018096218,0.011037484,0.045377305
StrandedData,Editing_Index_Unknown,SRR8611877,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611877/SRR8611877.Aligned.sortedByCoord.out.bam,0.005961657,0.06284029,0.008832456,0.012438263,0.003719694,0.029697929
StrandedData,Editing_Index_Unknown,SRR8611776,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611776/SRR8611776.Aligned.sortedByCoord.out.bam,0.009572129,0.113840267,0.015372528,0.017228094,0.011753708,0.044116874
StrandedData,Editing_Index_Unknown,SRR8611875,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611875/SRR8611875.Aligned.sortedByCoord.out.bam,0.005991176,0.073080581,0.009487639,0.012342687,0.004122511,0.033232532
StrandedData,Editing_Index_Unknown,SRR8611887,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611887/SRR8611887.Aligned.sortedByCoord.out.bam,0.007101625,0.073750132,0.010556105,0.013935758,0.006005581,0.037751363
StrandedData,Editing_Index_Unknown,SRR8611885,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611885/SRR8611885.Aligned.sortedByCoord.out.bam,0.010000788,0.097699712,0.017632893,0.016428357,0.005131358,0.04187425
StrandedData,Editing_Index_Unknown,SRR8611790,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611790/SRR8611790.Aligned.sortedByCoord.out.bam,0.009141055,0.113801659,0.013529778,0.017911179,0.007501343,0.040731462
StrandedData,Editing_Index_Unknown,SRR8611867,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611867/SRR8611867.Aligned.sortedByCoord.out.bam,0.008635001,0.07606037,0.011245822,0.014922579,0.008837502,0.036715529
StrandedData,Editing_Index_Unknown,SRR8611841,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611841/SRR8611841.Aligned.sortedByCoord.out.bam,0.007645104,0.092489697,0.01275344,0.015777237,0.004342512,0.034299309
StrandedData,Editing_Index_Unknown,SRR8611796,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611796/SRR8611796.Aligned.sortedByCoord.out.bam,0.00771308,0.075453785,0.008974634,0.00968835,0.004437445,0.028075299
StrandedData,Editing_Index_Unknown,SRR8611889,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611889/SRR8611889.Aligned.sortedByCoord.out.bam,0.009854447,0.108445856,0.015050346,0.017205591,0.005945851,0.043022553
StrandedData,Editing_Index_Unknown,SRR8611771,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611771/SRR8611771.Aligned.sortedByCoord.out.bam,0.009904826,0.127834944,0.020293075,0.021357431,0.014108684,0.047405063
StrandedData,Editing_Index_Unknown,SRR8611839,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611839/SRR8611839.Aligned.sortedByCoord.out.bam,0.010236373,0.160609945,0.017313085,0.019821452,0.006414819,0.054847177
StrandedData,Editing_Index_Unknown,SRR8611878,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611878/SRR8611878.Aligned.sortedByCoord.out.bam,0.009640709,0.096769798,0.013943498,0.014785595,0.005166892,0.046511336
StrandedData,Editing_Index_Unknown,SRR8611805,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611805/SRR8611805.Aligned.sortedByCoord.out.bam,0.009085176,0.108035889,0.014945705,0.015288212,0.006636936,0.038432844
StrandedData,Editing_Index_Unknown,SRR8611833,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611833/SRR8611833.Aligned.sortedByCoord.out.bam,0.011693847,0.102731586,0.015949549,0.017812465,0.007785148,0.047562066
StrandedData,Editing_Index_Unknown,SRR8611829,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611829/SRR8611829.Aligned.sortedByCoord.out.bam,0.009342245,0.097556702,0.017208044,0.019616879,0.007435997,0.04909073
StrandedData,Editing_Index_Unknown,SRR8611844,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611844/SRR8611844.Aligned.sortedByCoord.out.bam,0.005056527,0.077844801,0.009260223,0.011775106,0.003145542,0.030680242
StrandedData,Editing_Index_Unknown,SRR8611765,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611765/SRR8611765.Aligned.sortedByCoord.out.bam,0.010140021,0.089479617,0.013886391,0.01478756,0.006118706,0.041493296
StrandedData,Editing_Index_Unknown,SRR8611881,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611881/SRR8611881.Aligned.sortedByCoord.out.bam,0.007899139,0.103530075,0.014230088,0.014586054,0.005072523,0.040975049
StrandedData,Editing_Index_Unknown,SRR8611757,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611757/SRR8611757.Aligned.sortedByCoord.out.bam,0.007970936,0.112041686,0.016731846,0.017342557,0.005378849,0.042439781
StrandedData,Editing_Index_Unknown,SRR8611896,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611896/SRR8611896.Aligned.sortedByCoord.out.bam,0.007215389,0.087882786,0.0133569,0.014058314,0.004966704,0.040826942
StrandedData,Editing_Index_Unknown,SRR8611779,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611779/SRR8611779.Aligned.sortedByCoord.out.bam,0.014909646,0.163475422,0.020836342,0.021817906,0.014039811,0.055412603
StrandedData,Editing_Index_Unknown,SRR8611793,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611793/SRR8611793.Aligned.sortedByCoord.out.bam,0.008411238,0.075533093,0.010241111,0.012003645,0.004664481,0.030902952
StrandedData,Editing_Index_Unknown,SRR8611773,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611773/SRR8611773.Aligned.sortedByCoord.out.bam,0.009828509,0.09223373,0.016249503,0.015236676,0.013938918,0.041466738
StrandedData,Editing_Index_Unknown,SRR8611893,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611893/SRR8611893.Aligned.sortedByCoord.out.bam,0.007813494,0.09432194,0.015097439,0.016733492,0.004951548,0.042053355
StrandedData,Editing_Index_Unknown,SRR8611854,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611854/SRR8611854.Aligned.sortedByCoord.out.bam,0.006010852,0.07268476,0.010630353,0.011351736,0.005591475,0.033300415
StrandedData,Editing_Index_Unknown,SRR8611855,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611855/SRR8611855.Aligned.sortedByCoord.out.bam,0.009569198,0.134649894,0.016107712,0.019330669,0.008592331,0.049837566
StrandedData,Editing_Index_Unknown,SRR8611760,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611760/SRR8611760.Aligned.sortedByCoord.out.bam,0.011304573,0.138570561,0.01581555,0.015276885,0.007309125,0.046425232
StrandedData,Editing_Index_Unknown,SRR8611863,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611863/SRR8611863.Aligned.sortedByCoord.out.bam,0.010549484,0.123239329,0.014956485,0.017636219,0.010193833,0.04519639
StrandedData,Editing_Index_Unknown,SRR8611834,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611834/SRR8611834.Aligned.sortedByCoord.out.bam,0.005265489,0.067428587,0.008569042,0.010821129,0.002854344,0.02605079
StrandedData,Editing_Index_Unknown,SRR8611768,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611768/SRR8611768.Aligned.sortedByCoord.out.bam,0.011524257,0.12654452,0.018338017,0.017148737,0.008555661,0.053254615
StrandedData,Editing_Index_Unknown,SRR8611812,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611812/SRR8611812.Aligned.sortedByCoord.out.bam,0.008605921,0.108259009,0.01388314,0.016880415,0.0055391,0.037092312
StrandedData,Editing_Index_Unknown,SRR8611820,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611820/SRR8611820.Aligned.sortedByCoord.out.bam,0.005973072,0.071883138,0.011968489,0.012660327,0.004929032,0.033465819
StrandedData,Editing_Index_Unknown,SRR8611859,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611859/SRR8611859.Aligned.sortedByCoord.out.bam,0.008875356,0.092024695,0.014947061,0.015869867,0.006943687,0.037999919
StrandedData,Editing_Index_Unknown,SRR8611847,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611847/SRR8611847.Aligned.sortedByCoord.out.bam,0.009243366,0.108159695,0.014461354,0.020078269,0.005673153,0.047436558
StrandedData,Editing_Index_Unknown,SRR8611848,/private10/Projects/Noam_Hayun/myproject/PRJNA523847_MouseExercise/Raw_data/STAR/SRR8611848/SRR8611848.Aligned.sortedByCoord.out.bam,0.004373109,0.082817116,0.008276854,0.010161105,0.002701432,0.027539366
